      0.0000000     25.4559994      0.0000000     81.6418762     79.6032639     83.4826965
      4.4203901     25.0692997      0.0000000     80.7933121     80.7814941     77.1222687
      8.7064600     23.9207993      0.0000000     80.2391510     83.5325241     80.2314606
     12.7279997     22.0454998      0.0000000     80.0134735     85.3886414     84.8908539
     16.3628006     19.5004005      0.0000000     80.1447067     86.2658463     87.3404236
     19.5004005     16.3628006      0.0000000     80.6521912     87.2285385     89.3075333
     22.0454998     12.7279997      0.0000000     81.5403061     87.6077652     90.5140610
     23.9207993      8.7064600      0.0000000     82.7914429     87.7097549     91.3271103
     25.0692997      4.4203901      0.0000000     84.3622818     88.8054123     92.7080688
     25.4559994     -0.0000011      0.0000000     86.1855240     91.0812683     94.9062805
     25.0692997     -4.4203901      0.0000000     88.1776428     93.7715759     97.3835449
     23.9207993     -8.7064600      0.0000000     90.2529678     95.6924362     99.1530609
     22.0454998    -12.7279997      0.0000000     92.3316803     97.1071854    100.5440521
     19.5004005    -16.3628006      0.0000000     94.3442917     98.2645340    101.6826248
     16.3628006    -19.5004005      0.0000000     96.2335815     99.2910080    102.7799530
     12.7279997    -22.0454998      0.0000000     97.9474182    100.4715881    104.0198441
      8.7064600    -23.9207993      0.0000000     99.4412231    101.4604797    105.0278931
      4.4203801    -25.0692997      0.0000000    100.6729202    102.2822266    105.7345810
     -0.0000022    -25.4559994      0.0000000    101.6076813    102.7458649    105.9408875
     -4.4203901    -25.0692997      0.0000000    102.2180099    102.7562180    105.4618073
     -8.7064600    -23.9207993      0.0000000    102.4871521    102.1291199    104.3177795
    -12.7279997    -22.0454998      0.0000000    102.4112396    101.1054688    103.2067947
    -16.3628006    -19.5004005      0.0000000    102.0004501     99.8396149    102.4683685
    -19.5004005    -16.3628006      0.0000000    101.2776871     98.8155899    101.9831238
    -22.0454998    -12.7279997      0.0000000    100.2761307     98.2139969    101.5673828
    -23.9207993     -8.7064600      0.0000000     99.0345459     97.9444122    100.6695862
    -25.0692997     -4.4203901      0.0000000     97.5959091     97.6240234     98.9223862
    -25.4559994      0.0000003      0.0000000     96.0043106     97.2058029     96.1335754
    -25.0692997      4.4203901      0.0000000     94.3023300     96.3395081     91.5177612
    -23.9207993      8.7064600      0.0000000     92.5313034     95.1898880     86.0743942
    -22.0454998     12.7279997      0.0000000     90.7325211     93.4661789     87.3633194
